"2026年08月14日更新"
"変電所No","変電所名","一次 電圧（kV）","二次 電圧（kV）","台数","設備容量（100%×台数）","運用容量値（MW）","運用容量制約要因","予想潮流","当該設備 空容量（MW）","上位系等考慮 空容量（MW）","N-1電制適用可否","N-1電制適用可能量","平常時出力制御の可能性","当該設備 平常時出力制御の可能性がある設備","上位系設備 平常時出力制御の可能性がある設備","備　考"
"姫BL","大手前","77","6.6","2","34","34","熱容量","－","17","0","不可 ＃２","－","有","ー","対象","※１"
"姫BM","総社","77","6.6","2","34","34","熱容量","－","16","0","不可 ＃２","－","有","ー","対象","※１"
"姫BM","総社","77","33","2","28","28","熱容量","0","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫BN","宮西","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"姫BO","城東","77","6.6","3","57","57","熱容量","－","11","0","不可 ＃２","－","有","ー","対象","※１"
"姫BO","城東","77","33","1","28","28","熱容量","-9","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫BP","東延末","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"姫BQ","御着","77","6.6","2","38","38","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"姫BQ","御着","77","22","2","45","45","熱容量","0","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫BR","城南","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"姫BS","手柄","77","6.6","3","47","47","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"姫BT","英賀","77","6.6","2","38","38","熱容量","－","17","0","不可 ＃２","－","有","ー","対象","※１"
"姫BU","勝原","77","6.6","2","38","38","熱容量","－","13","0","不可 ＃２","－","有","ー","対象","※１"
"姫BV","広畑","77","6.6","2","34","34","熱容量","－","16","0","不可 ＃２","－","有","ー","対象","※１"
"姫BV","広畑","77","33","2","19","19","熱容量","0","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫BW","西飾磨","77","6.6","2","19","19","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"姫BX","西白浜","77","6.6","3","55","55","熱容量","－","14","0","不可 ＃２","－","有","ー","対象","※１"
"姫BX","西白浜","77","22","2","57","57","熱容量","-18","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫BY","飾磨港","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"姫BY","飾磨港","77","22","2","57","57","熱容量","0","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫BZ","網干","77","6.6","2","19","19","熱容量","－","7","0","不可 ＃２","－","有","ー","対象","※１"
"姫BZ","網干","77","33","1","28","28","熱容量","0","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫CA","志方","77","6.6","3","55","55","熱容量","－","3","0","不可 ＃２","－","有","ー","対象","※１"
"姫CA","志方","77","33","1","14","14","熱容量","-6","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫CC","国包","77","6.6","2","28","28","熱容量","－","1","0","不可 ＃２","－","有","ー","対象","※１"
"姫CD","石守","77","6.6","2","38","38","熱容量","－","4","0","不可 ＃２","－","有","ー","対象","※１"
"姫CE","加古川","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"姫CE","加古川","77","22","2","57","57","熱容量","-15","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫CF","曽根","77","6.6","3","57","57","熱容量","－","8","0","不可 ＃２","－","有","ー","対象","※１"
"姫CG","木村橋","77","6.6","2","36","36","熱容量","－","17","0","不可 ＃２","－","有","ー","対象","※１"
"姫CH","荒井","77","6.6","2","38","38","熱容量","－","17","0","不可 ＃２","－","有","ー","対象","※１"
"姫CI","野口","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"姫CI","野口","77","22","2","28","28","熱容量","0","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫CJ","浜の宮","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"姫CK","高畑","77","6.6","2","38","38","熱容量","－","15","0","不可 ＃２","－","有","ー","対象","※１"
"姫CK","高畑","77","22","2","28","28","熱容量","-6","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫CL","稲美","77","6.6","3","55","55","熱容量","－","8","0","不可 ＃２","－","有","ー","対象","※１"
"姫CM","一色","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"姫CN","別府","77","6.6","2","38","38","熱容量","－","19","0","不可 ＃２","－","有","ー","対象","※１"
"姫CN","別府","77","22","1","28","28","熱容量","1","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫CO","新島","77","6.6","2","38","38","熱容量","－","18","0","不可 ＃２","－","有","ー","対象","※１"
"姫CO","新島","77","22","2","28","28","熱容量","1","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫CP","矢田川","33","6.6","1","5","5","熱容量","－","5","0","不可 ＃１","－","有","ー","対象","※１"
"姫CQ","岸田川","33","6.6","1","2","2","熱容量","－","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫CR","石井","33","6.6","1","9","9","熱容量","－","4","0","不可 ＃１","－","有","ー","対象","※１"
"姫CT","草木","33","6.6","1","2","2","熱容量","－","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫CU","千種","33","6.6","2","5","5","熱容量","－","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫CV","上野","33","6.6","2","5","5","熱容量","－","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫CW","安積","33","6.6","2","11","11","熱容量","－","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫CX","南小田第一","33","6.6","1","2","2","熱容量","－","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫CY","市川","33","6.6","2","19","19","熱容量","－","4","0","不可 ＃１","－","有","ー","対象","※１"
"姫CZ","神野","33","6.6","2","11","11","熱容量","－","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫DA","浜竹野","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫DB","松本","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫DC","湯元","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃１","－","有","ー","対象","※１"
"姫DD","出合","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫DE","神美","33","6.6","1","5","5","熱容量","ー","5","5","不可 ＃１","－","有","ー","対象","※１"
"姫DF","立石","33","6.6","1","5","5","熱容量","ー","5","5","不可 ＃１","－","有","ー","対象","※１"
"姫DG","倉見","33","6.6","1","5","5","熱容量","ー","5","5","不可 ＃１","－","有","ー","対象","※１"
"姫DH","神鍋","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫DI","稲葉","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫DJ","兎和野","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫DK","森脇","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃１","－","有","ー","対象","※１"
"姫DL","福岡","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃１","－","有","ー","対象","※１"
"姫DM","別宮","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃１","－","有","ー","対象","※１"
"姫DN","朝倉","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫DO","三方","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫DP","神崎第１","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫DQ","力万","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫DR","下宿","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫DS","徳久","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫DT","久崎","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫DU","弦谷","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫DV","横屋","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫DW","野間","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫DX","保木","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫DY","四辻第１","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫DZ","菅野","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫EA","高橋第４","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫EB","高橋第２","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫EC","高橋第１","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫ED","高橋第３","33","6.6","1","5","5","熱容量","ー","5","0","不可 ＃１","－","有","ー","対象","※１"
"姫EE","宮置","33","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫EF","安志","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫EG","長野","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫EH","狭戸","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫EI","八保","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫EJ","山野里","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫EK","飯坂","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫EL","加東","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫EM","鴨川","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫EN","河高","22","6.6","1","5","5","熱容量","ー","5","0","不可 ＃１","－","有","ー","対象","※１"
"姫EO","秋津台","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫EP","吉川","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫EQ","嬉野台","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫ER","清水","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫ES","永福","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫ET","東条西","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫EU","森尾","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫EW","吉安","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫EX","大畑","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫EY","毘沙門","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫EZ","渡瀬","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫F1","豊岡（新綾部）","77","6.6","2","38","38","熱容量","－","19","19","不可 ＃２","－","有","ー","対象","※１"
"姫F1","豊岡（新綾部）","77","33","1","28","28","熱容量","-5","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫F2","豊岡（奥多々良木）","77","6.6","1","9","9","熱容量","－","9","0","不可 ＃２","－","有","ー","対象","※１"
"姫F2","豊岡（奥多々良木）","77","33","1","14","14","熱容量","2","ー","ー","不可 ＃１","－","有","ー","対象","※１"
"姫FA","豊地","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫FB","口吉川","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫FC","三木大島","22","6.6","1","5","5","熱容量","ー","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫FD","大二谷","22","6.6","1","2","2","熱容量","ー","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫FE","市野瀬","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫FF","淡河","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫FG","愛宕山第２","22","6.6","1","5","5","熱容量","ー","5","0","不可 ＃１","－","有","ー","対象","※１"
"姫FH","愛宕山第１","22","6.6","1","5","5","熱容量","ー","5","0","不可 ＃１","－","有","ー","対象","※１"
"姫FI","勝雄","22","6.6","1","2","2","熱容量","ー","2","0","不可 ＃１","－","有","ー","対象","※１"
"姫FJ","中山","22","6.6","1","2","2","熱容量","ー","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫FK","網引第３","33","6.6","1","5","5","熱容量","ー","3","0","不可 ＃１","－","有","ー","対象","※１"
"姫FL","網引第２","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫FM","網引第１","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫FN","大沢","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫FO","城山","33","6.6","1","2","2","熱容量","ー","1","0","不可 ＃１","－","有","ー","対象","※１"
"姫FP","平荘","33","6.6","1","2","2","熱容量","ー","0","0","不可 ＃１","－","有","ー","対象","※１"
"姫FQ","清水第２","33","6.6","1","2","2","熱容量","ー","2","2","不可 ＃１","－","有","ー","対象","※１"
